time,beta_dot1_x,beta_dot1_y,beta_dot1_z,beta_dot2_x,beta_dot2_y,beta_dot2_z,beta_dot3_x,beta_dot3_y,beta_dot3_z
6.66,0,-0.0080318,0,0,0.0163226,0,0,-46.438,0
6.665,0,-0.00844046,0,0,0.0171277,0,0,-46.8793,0
6.67,0,-0.00880968,0,0,0.0178523,0,0,-47.2753,0
6.675,0,-0.00914064,0,0,0.0184988,0,0,-47.6276,0
6.68,0,-0.00943456,0,0,0.0190699,0,0,-47.9378,0
6.685,0,-0.00969265,0,0,0.0195681,0,0,-48.2075,0
6.69,0,-0.00991606,0,0,0.0199958,0,0,-48.438,0
6.695,0,-0.0101058,0,0,0.0203552,0,0,-48.6305,0
6.7,0,-0.010263,0,0,0.0206484,0,0,-48.786,0
6.705,0,-0.0103882,0,0,0.0208771,0,0,-48.9053,0
6.71,0,-0.0104821,0,0,0.0210426,0,0,-48.9891,0
6.715,0,-0.0105453,0,0,0.021146,0,0,-49.0378,0
6.72,0,-0.0105779,0,0,0.0211879,0,0,-49.0519,0
6.725,0,-0.0105799,0,0,0.0211684,0,0,-49.0312,0
6.73,0,-0.0105513,0,0,0.0210873,0,0,-48.9758,0
6.735,0,-0.0104915,0,0,0.0209441,0,0,-48.8852,0
6.74,0,-0.0104001,0,0,0.0207376,0,0,-48.7591,0
6.745,0,-0.0102763,0,0,0.0204664,0,0,-48.5966,0
6.75,0,-0.0101192,0,0,0.0201289,0,0,-48.3969,0
6.755,0,-0.00992753,0,0,0.0197228,0,0,-48.1591,0
6.76,0,-0.00970023,0,0,0.019246,0,0,-47.8817,0
6.765,0,-0.00943596,0,0,0.0186958,0,0,-47.5636,0
6.77,0,-0.00913335,0,0,0.0180698,0,0,-47.2031,0
6.775,0,-0.008791,0,0,0.0173651,0,0,-46.7986,0
6.78,0,-0.00840755,0,0,0.0165794,0,0,-46.3484,0
6.785,0,-0.00798171,0,0,0.01571,0,0,-45.8507,0
6.79,0,-0.00751233,0,0,0.0147548,0,0,-45.3035,0
6.795,0,-0.00699842,0,0,0.013712,0,0,-44.705,0
6.8,0,-0.00643927,0,0,0.0125802,0,0,-44.0531,0
6.805,0,-0.00583444,0,0,0.0113588,0,0,-43.3459,0
6.81,0,-0.00518389,0,0,0.0100477,0,0,-42.5816,0
6.815,0,-0.00448797,0,0,0.00864779,0,0,-41.7582,0
6.82,0,-0.00374757,0,0,0.00716094,0,0,-40.8741,0
6.825,0,-0.00296409,0,0,0.00559003,0,0,-39.9275,0
6.83,0,-0.00213953,0,0,0.00393917,0,0,-38.9171,0
6.835,0,-0.00127655,0,0,0.0022137,0,0,-37.8417,0
6.84,0,-0.000378473,0,0,0.000420335,0,0,-36.7001,0
6.845,0,0.000550665,0,0,-0.00143286,0,0,-35.4917,0
6.85,0,0.00150612,0,0,-0.0033364,0,0,-34.2159,0
6.855,0,0.00248242,0,0,-0.00527941,0,0,-32.8726,0
6.86,0,0.00347342,0,0,-0.00724965,0,0,-31.4621,0
6.865,0,0.00447231,0,0,-0.0092336,0,0,-29.9849,0
6.87,0,0.00547164,0,0,-0.0112166,0,0,-28.442,0
6.875,0,0.00646347,0,0,-0.0131828,0,0,-26.8348,0
6.88,0,0.00743937,0,0,-0.0151157,0,0,-25.1651,0
6.885,0,0.00839061,0,0,-0.016998,0,0,-23.4352,0
6.89,0,0.00930822,0,0,-0.0188122,0,0,-21.6477,0
6.895,0,0.0101831,0,0,-0.0205403,0,0,-19.8058,0
6.9,0,0.0110064,0,0,-0.0221648,0,0,-17.9131,0
6.905,0,0.0117692,0,0,-0.0236686,0,0,-15.9735,0
6.91,0,0.0124633,0,0,-0.0250351,0,0,-13.9914,0
6.915,0,0.0130807,0,0,-0.0262492,0,0,-11.9714,0
6.92,0,0.0136143,0,0,-0.0272969,0,0,-9.91858,0
6.925,0,0.0140578,0,0,-0.0281659,0,0,-7.83833,0
6.93,0,0.0144059,0,0,-0.028846,0,0,-5.73619,0
6.935,0,0.0146543,0,0,-0.0293288,0,0,-3.61792,0
6.94,0,0.0147999,0,0,-0.0296086,0,0,-1.48945,0
6.945,0,0.014841,0,0,-0.0296817,0,0,0.643226,0
6.95,0,0.0147769,0,0,-0.0295475,0,0,2.77405,0
6.955,0,0.0146084,0,0,-0.0292073,0,0,4.89699,0
6.96,0,0.0143376,0,0,-0.0286655,0,0,7.00608,0
6.965,0,0.0139677,0,0,-0.0279284,0,0,9.0955,0
6.97,0,0.0135032,0,0,-0.0270049,0,0,11.1596,0
6.975,0,0.0129495,0,0,-0.0259058,0,0,13.1929,0
6.98,0,0.0123132,0,0,-0.024644,0,0,15.1904,0
6.985,0,0.0116015,0,0,-0.0232338,0,0,17.1471,0
6.99,0,0.0108223,0,0,-0.0216907,0,0,19.0585,0
6.995,0,0.00998424,0,0,-0.0200315,0,0,20.9206,0
7,0,0.00909606,0,0,-0.0182736,0,0,22.7296,0
7.005,0,0.00816683,0,0,-0.0164346,0,0,24.4823,0
7.01,0,0.00720563,0,0,-0.0145323,0,0,26.1757,0
7.015,0,0.00622146,0,0,-0.0125843,0,0,27.8075,0
7.02,0,0.00522304,0,0,-0.0106079,0,0,29.3757,0
7.025,0,0.00421879,0,0,-0.00861931,0,0,30.8786,0
7.03,0,0.0032166,0,0,-0.00663414,0,0,32.3153,0
7.035,0,0.00222386,0,0,-0.00466681,0,0,33.6848,0
7.04,0,0.00124731,0,0,-0.00273054,0,0,34.987,0
7.045,0,0.00029302,0,0,-0.000837228,0,0,36.2217,0
7.05,0,-0.000633637,0,0,0.0010026,0,0,37.3894,0
7.055,0,-0.00152802,0,0,0.00277981,0,0,38.4906,0
7.06,0,-0.00238619,0,0,0.0044867,0,0,39.5264,0
7.065,0,-0.00320494,0,0,0.00611692,0,0,40.4978,0
7.07,0,-0.00398173,0,0,0.00766545,0,0,41.4062,0
7.075,0,-0.00471465,0,0,0.00912853,0,0,42.2533,0
7.08,0,-0.0054024,0,0,0.0105035,0,0,43.0406,0
7.085,0,-0.00604422,0,0,0.0117889,0,0,43.7701,0
7.09,0,-0.00663982,0,0,0.0129841,0,0,44.4435,0
7.095,0,-0.00718936,0,0,0.0140893,0,0,45.0628,0
7.1,0,-0.00769333,0,0,0.0151053,0,0,45.63,0
7.105,0,-0.00815253,0,0,0.0160338,0,0,46.1471,0
7.11,0,-0.00856799,0,0,0.0168766,0,0,46.6158,0
7.115,0,-0.00894093,0,0,0.017636,0,0,47.0382,0
7.12,0,-0.00927266,0,0,0.0183146,0,0,47.4159,0
7.125,0,-0.00956458,0,0,0.018915,0,0,47.7507,0
7.13,0,-0.00981809,0,0,0.0194399,0,0,48.0441,0
7.135,0,-0.0100346,0,0,0.019892,0,0,48.2976,0
7.14,0,-0.0102153,0,0,0.0202735,0,0,48.5123,0
7.145,0,-0.0103616,0,0,0.020587,0,0,48.6895,0
7.15,0,-0.0104744,0,0,0.0208343,0,0,48.8301,0
7.155,0,-0.0105547,0,0,0.0210172,0,0,48.9348,0
7.16,0,-0.0106031,0,0,0.021137,0,0,49.0043,0
7.165,0,-0.0106203,0,0,0.0211946,0,0,49.0389,0
7.17,0,-0.0106066,0,0,0.0211906,0,0,49.0388,0
7.175,0,-0.0105621,0,0,0.0211252,0,0,49.0041,0
7.18,0,-0.0104866,0,0,0.020998,0,0,48.9345,0
7.185,0,-0.01038,0,0,0.0208083,0,0,48.8296,0
7.19,0,-0.0102417,0,0,0.0205551,0,0,48.6889,0
7.195,0,-0.010071,0,0,0.0202368,0,0,48.5115,0
7.2,0,-0.00986717,0,0,0.0198518,0,0,48.2966,0
7.205,0,-0.00962916,0,0,0.0193979,0,0,48.043,0
7.21,0,-0.00935589,0,0,0.0188728,0,0,47.7495,0
7.215,0,-0.0090462,0,0,0.0182741,0,0,47.4145,0
7.22,0,-0.00869889,0,0,0.0175993,0,0,47.0366,0
7.225,0,-0.00831274,0,0,0.0168459,0,0,46.6141,0
7.23,0,-0.00788659,0,0,0.0160113,0,0,46.1451,0
7.235,0,-0.00741939,0,0,0.0150934,0,0,45.6279,0
7.24,0,-0.00691022,0,0,0.0140901,0,0,45.0605,0
7.245,0,-0.00635837,0,0,0.0130001,0,0,44.441,0
7.25,0,-0.00576341,0,0,0.0118222,0,0,43.7673,0
7.255,0,-0.00512522,0,0,0.0105562,0,0,43.0377,0
7.26,0,-0.00444407,0,0,0.00920243,0,0,42.2501,0
7.265,0,-0.00372067,0,0,0.00776227,0,0,41.4029,0
7.27,0,-0.00295624,0,0,0.00623804,0,0,40.4942,0
7.275,0,-0.00215252,0,0,0.00463318,0,0,39.5225,0
7.28,0,-0.00131186,0,0,0.00295232,0,0,38.4865,0
7.285,0,-0.000437251,0,0,0.00120138,0,0,37.3851,0
7.29,0,0.000467681,0,0,-0.000612397,0,0,36.2172,0
7.295,0,0.00139863,0,0,-0.00248038,0,0,34.9822,0
7.3,0,0.0023506,0,0,-0.00439258,0,0,33.6798,0
7.305,0,0.00331796,0,0,-0.00633763,0,0,32.31,0
7.31,0,0.00429442,0,0,-0.00830288,0,0,30.8731,0
7.315,0,0.00527309,0,0,-0.0102744,0,0,29.37,0
7.32,0,0.00624658,0,0,-0.0122373,0,0,27.8016,0
7.325,0,0.00720702,0,0,-0.0141757,0,0,26.1696,0
7.33,0,0.0081462,0,0,-0.0160728,0,0,24.4759,0
7.335,0,0.00905564,0,0,-0.0179114,0,0,22.7231,0
7.34,0,0.00992676,0,0,-0.0196742,0,0,20.9138,0
7.345,0,0.010751,0,0,-0.0213436,0,0,19.0516,0
7.35,0,0.0115199,0,0,-0.0229025,0,0,17.14,0
7.355,0,0.0122253,0,0,-0.0243343,0,0,15.1832,0
7.36,0,0.0128597,0,0,-0.0256234,0,0,13.1856,0
7.365,0,0.0134158,0,0,-0.0267551,0,0,11.1522,0
7.37,0,0.0138875,0,0,-0.0277166,0,0,9.08798,0
7.375,0,0.0142692,0,0,-0.0284966,0,0,6.99849,0
7.38,0,0.0145565,0,0,-0.0290859,0,0,4.88935,0
7.385,0,0.014746,0,0,-0.0294773,0,0,2.76638,0
7.39,0,0.0148353,0,0,-0.0296662,0,0,0.635552,0
7.395,0,0.0148235,0,0,-0.0296502,0,0,-1.49711,0
7.4,0,0.0147108,0,0,-0.0294295,0,0,-3.62555,0
7.405,0,0.0144984,0,0,-0.0290068,0,0,-5.74376,0
7.41,0,0.014189,0,0,-0.0283873,0,0,-7.84583,0
7.415,0,0.0137862,0,0,-0.0275782,0,0,-9.92599,0
7.42,0,0.0132948,0,0,-0.0265891,0,0,-11.9787,0
7.425,0,0.0127204,0,0,-0.0254317,0,0,-13.9985,0
7.43,0,0.0120697,0,0,-0.024119,0,0,-15.9805,0
7.435,0,0.0113498,0,0,-0.0226659,0,0,-17.92,0
7.44,0,0.0105685,0,0,-0.021088,0,0,-19.8125,0
7.445,0,0.00973392,0,0,-0.0194022,0,0,-21.6542,0
7.45,0,0.00885464,0,0,-0.0176256,0,0,-23.4415,0
7.455,0,0.00793918,0,0,-0.0157758,0,0,-25.1712,0
7.46,0,0.0069961,0,0,-0.0138701,0,0,-26.8407,0
7.465,0,0.00603378,0,0,-0.0119258,0,0,-28.4477,0
7.47,0,0.00506034,0,0,-0.00995935,0,0,-29.9904,0
7.475,0,0.00408351,0,0,-0.0079866,0,0,-31.4673,0
7.48,0,0.00311056,0,0,-0.00602238,0,0,-32.8776,0
7.485,0,0.0021482,0,0,-0.00408041,0,0,-34.2206,0
7.49,0,0.00120255,0,0,-0.00217317,0,0,-35.4962,0
7.495,0,0.000279084,0,0,-0.000311833,0,0,-36.7044,0
7.5,0,-0.000617393,0,0,0.00149378,0,0,-37.8457,0
7.505,0,-0.00148274,0,0,0.00323524,0,0,-38.921,0
7.51,0,-0.00231349,0,0,0.00490549,0,0,-39.9311,0
7.515,0,-0.00310681,0,0,0.00649878,0,0,-40.8774,0
7.52,0,-0.00386051,0,0,0.00801065,0,0,-41.7614,0
7.525,0,-0.00457295,0,0,0.00943781,0,0,-42.5845,0
7.53,0,-0.00524305,0,0,0.0107781,0,0,-43.3487,0
7.535,0,-0.00587019,0,0,0.0120303,0,0,-44.0556,0
7.54,0,-0.0064542,0,0,0.0131941,0,0,-44.7073,0
7.545,0,-0.00699526,0,0,0.01427,0,0,-45.3056,0
7.55,0,-0.00749388,0,0,0.0152589,0,0,-45.8526,0
7.555,0,-0.0079508,0,0,0.0161627,0,0,-46.3502,0
7.56,0,-0.00836697,0,0,0.0169831,0,0,-46.8002,0
7.565,0,-0.00874348,0,0,0.0177226,0,0,-47.2045,0
7.57,0,-0.00908151,0,0,0.0183836,0,0,-47.5648,0
7.575,0,-0.00938228,0,0,0.0189686,0,0,-47.8829,0
7.58,0,-0.00964699,0,0,0.0194802,0,0,-48.16,0
7.585,0,-0.00987681,0,0,0.0199209,0,0,-48.3978,0
7.59,0,-0.0100728,0,0,0.020293,0,0,-48.5973,0
7.595,0,-0.010236,0,0,0.0205985,0,0,-48.7596,0
7.6,0,-0.0103671,0,0,0.0208391,0,0,-48.8856,0
7.605,0,-0.0104669,0,0,0.0210164,0,0,-48.976,0
7.61,0,-0.0105358,0,0,0.0211313,0,0,-49.0313,0
7.615,0,-0.0105741,0,0,0.0211847,0,0,-49.0519,0
7.62,0,-0.0105819,0,0,0.0211767,0,0,-49.0377,0
7.625,0,-0.010559,0,0,0.0211072,0,0,-48.9888,0
7.63,0,-0.0105051,0,0,0.0209757,0,0,-48.9049,0
7.635,0,-0.0104197,0,0,0.0207811,0,0,-48.7854,0
7.64,0,-0.010302,0,0,0.0205222,0,0,-48.6298,0
7.645,0,-0.0101512,0,0,0.0201972,0,0,-48.4372,0
7.65,0,-0.00996609,0,0,0.0198042,0,0,-48.2066,0
7.655,0,-0.00974557,0,0,0.0193408,0,0,-47.9367,0
7.66,0,-0.00948833,0,0,0.0188045,0,0,-47.6263,0
7.665,0,-0.009193,0,0,0.0181929,0,0,-47.2739,0
7.67,0,-0.0088582,0,0,0.0175032,0,0,-46.8778,0
7.675,0,-0.00848255,0,0,0.0167328,0,0,-46.4363,0
7.68,0,-0.00806474,0,0,0.0158792,0,0,-45.9476,0
7.685,0,-0.00760359,0,0,0.0149403,0,0,-45.4098,0
7.69,0,-0.00709809,0,0,0.013914,0,0,-44.8211,0
7.695,0,-0.00654745,0,0,0.012799,0,0,-44.1793,0
7.7,0,-0.0059512,0,0,0.0115943,0,0,-43.4827,0
7.705,0,-0.00530919,0,0,0.0103,0,0,-42.7292,0
7.71,0,-0.00462172,0,0,0.00891664,0,0,-41.917,0
7.715,0,-0.00388956,0,0,0.00744589,0,0,-41.0443,0
7.72,0,-0.00311401,0,0,0.00589045,0,0,-40.1096,0
7.725,0,-0.00229696,0,0,0.00425419,0,0,-39.1113,0
7.73,0,-0.00144094,0,0,0.00254223,0,0,-38.0481,0
7.735,0,-0.000549156,0,0,0.000761006,0,0,-36.919,0
7.74,0,0.000374505,0,0,-0.00108166,0,0,-35.7231,0
7.745,0,0.00132542,0,0,-0.00297656,0,0,-34.46,0
7.75,0,0.00229827,0,0,-0.00491307,0,0,-33.1293,0
7.755,0,0.00328702,0,0,-0.0068792,0,0,-31.7314,0
7.76,0,0.00428497,0,0,-0.00886167,0,0,-30.2666,0
7.765,0,0.00528481,0,0,-0.010846,0,0,-28.7359,0
7.77,0,0.00627867,0,0,-0.0128166,0,0,-27.1406,0
7.775,0,0.00725822,0,0,-0.014757,0,0,-25.4825,0
7.78,0,0.00821476,0,0,-0.0166502,0,0,-23.7636,0
7.785,0,0.00913935,0,0,-0.0184784,0,0,-21.9867,0
7.79,0,0.010023,0,0,-0.020224,0,0,-20.1548,0
7.795,0,0.0108566,0,0,-0.0218693,0,0,-18.2713,0
7.8,0,0.0116314,0,0,-0.0233969,0,0,-16.3401,0
7.805,0,0.0123389,0,0,-0.0247904,0,0,-14.3656,0
7.81,0,0.0129712,0,0,-0.0260341,0,0,-12.3523,0
7.815,0,0.013521,0,0,-0.027114,0,0,-10.3053,0
7.82,0,0.0139818,0,0,-0.0280173,0,0,-8.22975,0
7.825,0,0.0143482,0,0,-0.0287334,0,0,-6.13127,0
7.83,0,0.0146155,0,0,-0.0292537,0,0,-4.01558,0
7.835,0,0.0147806,0,0,-0.0295718,0,0,-1.88856,0
7.84,0,0.0148413,0,0,-0.0296838,0,0,0.243786,0
7.845,0,0.0147969,0,0,-0.0295884,0,0,2.37541,0
7.85,0,0.0146479,0,0,-0.0292866,0,0,4.50029,0
7.855,0,0.014396,0,0,-0.028782,0,0,6.61242,0
7.86,0,0.0140444,0,0,-0.0280809,0,0,8.70596,0
7.865,0,0.0135972,0,0,-0.0271915,0,0,10.7752,0
7.87,0,0.0130597,0,0,-0.0261244,0,0,12.8147,0
7.875,0,0.0124383,0,0,-0.0248921,0,0,14.8193,0
7.88,0,0.0117401,0,0,-0.0235085,0,0,16.7839,0
7.885,0,0.010973,0,0,-0.021989,0,0,18.7042,0
7.89,0,0.0101453,0,0,-0.0203503,0,0,20.5758,0
7.895,0,0.00926579,0,0,-0.0186095,0,0,22.395,0
7.9,0,0.00834356,0,0,-0.0167843,0,0,24.1585,0
7.905,0,0.00738766,0,0,-0.0148925,0,0,25.8632,0
7.91,0,0.00640711,0,0,-0.0129518,0,0,27.5067,0
7.915,0,0.00541072,0,0,-0.0109794,0,0,29.0869,0
7.92,0,0.00440693,0,0,-0.00899191,0,0,30.6022,0
7.925,0,0.00340378,0,0,-0.00700498,0,0,32.0513,0
7.93,0,0.00240874,0,0,-0.00503327,0,0,33.4335,0
7.935,0,0.00142867,0,0,-0.00309023,0,0,34.7482,0
7.94,0,0.000469784,0,0,-0.00118803,0,0,35.9956,0
7.945,0,-0.000462423,0,0,0.000662552,0,0,37.1758,0
7.95,0,-0.00136317,0,0,0.00245212,0,0,38.2894,0
7.955,0,-0.00222839,0,0,0.00417271,0,0,39.3373,0
7.96,0,-0.00305473,0,0,0.0058177,0,0,40.3207,0
7.965,0,-0.00383954,0,0,0.00738186,0,0,41.2408,0
7.97,0,-0.00458079,0,0,0.00886117,0,0,42.0992,0
7.975,0,-0.00527708,0,0,0.0102528,0,0,42.8976,0
7.98,0,-0.00592753,0,0,0.0115551,0,0,43.6378,0
7.985,0,-0.0065318,0,0,0.0127671,0,0,44.3215,0
7.99,0,-0.00708993,0,0,0.0138891,0,0,44.9509,0
7.995,0,-0.00760238,0,0,0.0149218,0,0,45.5277,0
8,0,-0.00806989,0,0,0.0158665,0,0,46.054,0
8.005,0,-0.00849346,0,0,0.0167252,0,0,46.5316,0
8.01,0,-0.00887426,0,0,0.0175,0,0,46.9626,0
8.015,0,-0.00921361,0,0,0.0181936,0,0,47.3485,0
8.02,0,-0.00951287,0,0,0.0188084,0,0,47.6912,0
8.025,0,-0.00977348,0,0,0.0193473,0,0,47.9923,0
8.03,0,-0.00999679,0,0,0.0198127,0,0,48.2531,0
8.035,0,-0.0101842,0,0,0.0202073,0,0,48.475,0
8.04,0,-0.0103368,0,0,0.0205334,0,0,48.6591,0
8.045,0,-0.0104558,0,0,0.020793,0,0,48.8065,0
8.05,0,-0.0105421,0,0,0.0209878,0,0,48.9179,0
8.055,0,-0.0105965,0,0,0.0211193,0,0,48.9939,0
8.06,0,-0.0106195,0,0,0.0211885,0,0,49.0351,0
8.065,0,-0.0106115,0,0,0.0211961,0,0,49.0415,0
8.07,0,-0.0105728,0,0,0.0211421,0,0,49.0132,0
8.075,0,-0.0105031,0,0,0.0210265,0,0,48.9502,0
8.08,0,-0.0104024,0,0,0.0208486,0,0,48.8519,0
8.085,0,-0.01027,0,0,0.0206074,0,0,48.718,0
8.09,0,-0.0101055,0,0,0.0203015,0,0,48.5476,0
8.095,0,-0.00990792,0,0,0.0199291,0,0,48.3398,0
8.1,0,-0.00967638,0,0,0.0194882,0,0,48.0935,0
8.105,0,-0.0094098,0,0,0.0189767,0,0,47.8076,0
8.11,0,-0.00910703,0,0,0.018392,0,0,47.4805,0
8.115,0,-0.00876685,0,0,0.0177316,0,0,47.1108,0
8.12,0,-0.00838806,0,0,0.0169931,0,0,46.6967,0
8.125,0,-0.00796949,0,0,0.0161739,0,0,46.2366,0
8.13,0,-0.00751006,0,0,0.0152717,0,0,45.7285,0
8.135,0,-0.0070088,0,0,0.0142846,0,0,45.1707,0
8.14,0,-0.00646499,0,0,0.0132109,0,0,44.5611,0
8.145,0,-0.00587812,0,0,0.0120495,0,0,43.8977,0
8.15,0,-0.00524802,0,0,0.0108,0,0,43.1787,0
8.155,0,-0.00457488,0,0,0.00946258,0,0,42.4021,0
8.16,0,-0.00385932,0,0,0.00803846,0,0,41.5662,0
8.165,0,-0.00310245,0,0,0.00652975,0,0,40.6691,0
8.17,0,-0.00230592,0,0,0.00493967,0,0,39.7094,0
8.175,0,-0.00147198,0,0,0.00327264,0,0,38.6855,0
8.18,0,-0.000603471,0,0,0.00153431,0,0,37.5964,0
8.185,0,0.000296091,0,0,-0.000268316,0,0,36.441,0
8.19,0,0.00122252,0,0,-0.00212687,0,0,35.2186,0
8.195,0,0.00217097,0,0,-0.00403161,0,0,33.9289,0
8.2,0,0.00313591,0,0,-0.00597143,0,0,32.5717,0
8.205,0,0.00411117,0,0,-0.00793392,0,0,31.1473,0
8.21,0,0.00508998,0,0,-0.00990541,0,0,29.6565,0
8.215,0,0.00606502,0,0,-0.0118711,0,0,28.1002,0
8.22,0,0.00702852,0,0,-0.0138153,0,0,26.48,0
8.225,0,0.00797232,0,0,-0.0157214,0,0,24.7977,0
8.23,0,0.00888798,0,0,-0.0175723,0,0,23.0557,0
8.235,0,0.00976693,0,0,-0.0193507,0,0,21.2568,0
8.24,0,0.0106006,0,0,-0.0210389,0,0,19.4042,0
8.245,0,0.0113805,0,0,-0.0226198,0,0,17.5016,0
8.25,0,0.0120984,0,0,-0.0240766,0,0,15.5529,0
8.255,0,0.0127466,0,0,-0.0253935,0,0,13.5626,0
8.26,0,0.0133179,0,0,-0.0265557,0,0,11.5355,0
8.265,0,0.0138059,0,0,-0.02755,0,0,9.47664,0
8.27,0,0.0142048,0,0,-0.0283648,0,0,7.39147,0
8.275,0,0.0145101,0,0,-0.0289904,0,0,5.28557,0
8.28,0,0.014718,0,0,-0.0294193,0,0,3.16474,0
8.285,0,0.0148263,0,0,-0.0296464,0,0,1.03493,0
8.29,0,0.0148335,0,0,-0.0296688,0,0,-1.09785,0
8.295,0,0.0147395,0,0,-0.0294863,0,0,-3.22754,0
8.3,0,0.0145456,0,0,-0.0291012,0,0,-5.34812,0
8.305,0,0.0142541,0,0,-0.028518,0,0,-7.45366,0
8.31,0,0.0138685,0,0,-0.0277437,0,0,-9.53835,0
8.315,0,0.0133933,0,0,-0.0267875,0,0,-11.5966,0
8.32,0,0.012834,0,0,-0.0256607,0,0,-13.623,0
8.325,0,0.0121971,0,0,-0.024376,0,0,-15.6125,0
8.33,0,0.0114895,0,0,-0.022948,0,0,-17.5602,0
